#{"t_start": 1707321222.3920522, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
0.829,19,144.519888
0.676,36,147.416366
0.955,5,147.424041
0.919,9,147.441186
0.928,8,147.455561
0.82,20,147.484648
0.91,10,147.499708
0.91,10,147.514496
0.919,9,147.527493
0.946,6,147.540607
0.901,11,147.559143
0.955,5,147.566702
0.793,23,147.600849
0.811,21,147.630217
0.91,10,147.649725
0.883,13,147.672146
0.874,14,147.694445
0.883,13,147.712812
0.937,7,147.722614
0.892,12,147.742576
0.955,5,147.751701
0.919,9,147.766598
0.865,15,147.791204
0.955,5,147.798375
0.901,11,147.813634
0.937,7,147.823902
0.955,5,147.831017
0.928,8,147.845083
0.937,7,147.857936
0.829,19,147.887399
0.955,5,147.894428
0.838,18,147.920054
0.874,14,147.940333
0.955,5,147.950504
0.955,5,147.960495
0.811,21,147.993819
0.955,5,148.001226
0.955,5,148.008231
0.694,34,148.059273
0.955,5,148.068372
0.946,6,148.077341
0.955,5,148.084681
0.883,13,148.103045
0.883,13,148.121212
0.955,5,148.128435
0.955,5,148.136251
0.847,17,148.162308
0.919,9,148.176962
0.955,5,148.184336
0.937,7,148.193966
0.955,5,148.201033
0.928,8,148.211867
0.82,20,148.238793
0.802,22,148.274749
0.955,5,148.281529
0.946,6,148.290056
0.955,5,148.296962
0.892,12,148.313304
0.847,17,148.335904
0.937,7,148.345424
0.883,13,148.366274
0.901,11,148.383661
0.946,6,148.392598
0.955,5,148.400028
0.928,8,148.411835
0.955,5,148.419159
0.955,5,148.42623
0.901,11,148.441428
0.883,13,148.463013
0.874,14,148.485653
0.955,5,148.493085
0.955,5,148.500778
0.955,5,148.508002
0.937,7,148.517893
0.946,6,148.526225
0.946,6,148.534691
0.892,12,148.55217
0.748,28,148.6038
0.937,7,148.61372
0.919,9,148.6271
0.928,8,148.638805
0.901,11,148.654932
0.946,6,148.663382
0.955,5,148.674263
0.901,11,148.694017
0.955,5,148.702334
0.919,9,148.716638
0.874,14,148.737669
0.955,5,148.744506
0.919,9,148.756584
0.883,13,148.777293
0.937,7,148.789606
0.946,6,148.798236
0.937,7,148.809485
0.955,5,148.816335
0.919,9,148.828815
0.739,29,148.867871
0.865,15,148.893971
0.955,5,148.90135
0.901,11,148.918421
0.892,12,148.937223
0.937,7,148.947448
0.901,11,148.964087
0.955,5,148.972966
0.91,10,148.99276
0.901,11,149.012354
0.955,5,149.022651
0.91,10,149.039666
0.829,19,149.071489
0.739,29,149.124022
0.838,18,149.153866
0.937,7,149.164788
0.919,9,149.1792
0.919,9,149.197743
0.955,5,149.206848
0.847,17,149.235877
0.928,8,149.24945
0.928,8,149.263723
0.946,6,149.274722
0.937,7,149.290777
0.928,8,149.305247
0.847,17,149.336243
0.955,5,149.344468
0.892,12,149.364488
0.901,11,149.382539
0.955,5,149.394649
0.955,5,149.403372
0.811,21,149.439148
0.892,12,149.45905
0.793,23,149.499279
0.901,11,149.518834
0.955,5,149.52731
0.937,7,149.539138
0.955,5,149.547186
0.955,5,149.555788
0.901,11,149.573732
0.928,8,149.586732
0.946,6,149.598933
0.919,9,149.614145
0.955,5,149.622814
0.91,10,149.640334
0.883,13,149.661264
0.955,5,149.669686
0.865,15,149.690651
0.883,13,149.711946
0.955,5,149.720355
0.865,15,149.744863
0.955,5,149.752777
0.865,15,149.77444
0.946,6,149.782765
0.883,13,149.805236
0.937,7,149.818728
0.937,7,149.833121
0.955,5,149.842668
0.892,12,149.86052
0.937,7,149.871057
0.91,10,149.885577
0.847,17,149.913784
0.937,7,149.925796
0.937,7,149.941845
0.955,5,149.95299
0.856,16,149.98849
0.901,11,150.020162
0.955,5,150.05716
0.955,5,150.067335
0.856,16,150.097198
0.937,7,150.114747
0.937,7,150.128569
0.919,9,150.148222
0.955,5,150.159338
0.955,5,150.170465
0.901,11,150.194515
0.955,5,150.205926
0.946,6,150.220113
0.955,5,150.230069
0.955,5,150.24336
0.937,7,150.258974
0.937,7,150.271924
0.892,12,150.297121
0.919,9,150.313992
0.937,7,150.332234
0.937,7,150.35518
0.955,5,150.368281
0.928,8,150.38533
0.901,11,150.409238
0.955,5,150.428122
0.874,14,150.458636
0.901,11,150.482311
0.919,9,150.500256
0.865,15,150.535253
0.838,18,150.577131
0.901,11,150.608866
0.937,7,150.629564
0.955,5,150.650033
0.955,5,150.662497
0.919,9,150.683092
0.955,5,150.694169
0.901,11,150.717093
0.91,10,150.742681
0.793,23,150.789675
0.937,7,150.801749
0.901,11,150.820076
0.955,5,150.828017
0.946,6,150.837836
0.946,6,150.851712
0.865,15,150.876728
0.937,7,150.887747
0.919,9,150.902135
0.937,7,150.912707
0.928,8,150.924709
0.784,24,153.846951
0.919,9,153.867978
0.901,11,153.888114
0.955,5,153.896481
0.919,9,153.912695
0.955,5,153.921297
0.937,7,153.934686
0.937,7,153.949199
0.883,13,153.972317
0.928,8,153.987223
0.955,5,153.995972
0.883,13,154.019577
0.892,12,154.040516
0.937,7,154.055839
0.955,5,154.064441
0.883,13,154.088722
0.919,9,154.104789
0.883,13,154.12627
0.937,7,154.137709
0.955,5,154.145991
0.955,5,154.158007
0.955,5,154.166418
0.955,5,154.176163
0.955,5,154.184894
0.955,5,154.193435
0.928,8,154.207116
0.955,5,154.215328
0.955,5,154.22399
0.937,7,154.235512
0.901,11,154.256865
0.937,7,154.268738
0.955,5,154.2781
0.955,5,154.286816
0.883,13,154.309511
0.955,5,154.318084
0.955,5,154.326636
0.892,12,154.346284
0.883,13,154.368674
0.937,7,154.380984
0.919,9,154.394657
0.901,11,154.41031
0.937,7,154.420404
0.946,6,154.429312
0.946,6,154.438784
0.901,11,154.456372
0.955,5,154.467746
0.955,5,154.475431
0.955,5,154.483076
0.955,5,154.494466
0.955,5,154.502876
0.937,7,154.513441
0.919,9,154.527426
0.892,12,154.546075
0.901,11,154.565832
0.955,5,154.574489
0.955,5,154.581985
0.955,5,154.593225
0.919,9,154.610221
0.955,5,154.618917
0.919,9,154.633345
0.937,7,154.644267
0.937,7,154.657423
0.928,8,154.674065
0.919,9,154.691283
0.955,5,154.70176
0.928,8,154.717091
0.937,7,154.730971
0.91,10,154.748907
0.955,5,154.758166
0.901,11,154.780429
0.955,5,154.791605
0.955,5,154.799955
0.901,11,154.819577
0.937,7,154.829934
0.928,8,154.843426
0.937,7,154.854316
0.955,5,154.862006
0.955,5,154.870388
0.901,11,154.892706
0.883,13,154.912763
0.955,5,154.921005
0.937,7,154.93099
0.955,5,154.939756
0.955,5,154.947661
0.955,5,154.955379
0.883,13,154.97456
0.937,7,154.988572
0.955,5,154.995779
0.937,7,155.007556
0.919,9,155.022499
0.901,11,155.038638
0.955,5,155.04573
0.955,5,155.05374
0.955,5,155.060862
0.838,18,155.089745
0.955,5,155.099206
0.955,5,155.107486
0.955,5,155.114738
0.937,7,155.125097
0.901,11,155.14108
0.955,5,155.148391
0.937,7,155.158334
0.955,5,155.165573
0.937,7,155.175413
0.937,7,155.189141
0.865,15,155.214982
0.955,5,155.223671
0.919,9,155.237219
0.955,5,155.244242
0.937,7,155.254677
0.937,7,155.264613
0.955,5,155.271673
0.955,5,155.278685
0.955,5,155.2857
0.91,10,155.306612
0.937,7,155.316926
0.955,5,155.324788
0.955,5,155.332505
0.937,7,155.343554
0.883,13,155.363281
0.937,7,155.3741
0.955,5,155.382126
0.937,7,155.397189
0.955,5,155.408422
0.937,7,155.423776
0.955,5,155.431896
0.838,18,155.459562
0.955,5,155.468009
0.937,7,155.47837
0.919,9,155.492759
0.865,15,155.522639
0.919,9,155.536468
0.901,11,155.552475
0.955,5,155.560029
0.955,5,155.56749
0.946,6,155.576713
0.919,9,155.589854
0.928,8,155.604904
0.91,10,155.622644
0.901,11,155.641
0.955,5,155.648236
0.955,5,155.656079
0.928,8,155.668207
0.928,8,155.679908
0.955,5,155.687453
0.901,11,155.706999
0.955,5,155.714767
0.955,5,155.723406
0.955,5,155.731349
0.928,8,155.744612
0.901,11,155.761987
0.937,7,155.773445
0.928,8,155.7856
0.955,5,155.793305
0.955,5,155.801001
0.919,9,155.817995
0.955,5,155.826957
0.955,5,155.834969
0.955,5,155.842995
0.91,10,155.858362
0.937,7,155.869226
0.955,5,155.876956
0.937,7,155.88815
0.919,9,155.903341
0.955,5,155.913735
0.928,8,155.927339
0.937,7,155.938369
0.955,5,155.946076
0.937,7,155.957326
0.937,7,155.967976
0.919,9,155.981573
0.955,5,155.98957
0.919,9,156.003273
0.955,5,156.0138
0.865,15,156.038384
0.955,5,156.046009
0.955,5,156.054088
0.955,5,156.061918
0.901,11,156.078461
0.955,5,156.086057
0.955,5,156.093777
0.937,7,156.10485
0.901,11,156.124116
0.955,5,156.131968
0.901,11,156.152842
0.955,5,156.16189
0.937,7,156.173719
0.955,5,156.181983
0.91,10,156.198885
0.865,15,156.232107
0.829,19,156.270075
0.955,5,156.278962
0.901,11,156.298182
0.856,16,156.330587
0.946,6,156.342192
0.91,10,156.359839
0.955,5,156.368376
0.892,12,156.391137
0.955,5,156.400286
0.946,6,156.412074
0.919,9,156.432077
0.91,10,156.451106
0.955,5,156.461416
0.919,9,156.48084
0.901,11,156.501627
0.955,5,156.51064
0.919,9,156.52745
0.865,15,156.559799
0.937,7,156.573079
0.919,9,156.589566
0.955,5,156.598302
0.919,9,156.614609
0.955,5,156.624056
0.865,15,156.65251
0.937,7,156.665403
0.865,15,156.691324
0.919,9,156.707087
0.955,5,156.714729
0.955,5,156.723406
0.919,9,156.741987
0.955,5,156.751144
0.955,5,156.761139
0.937,7,156.775277
0.919,9,156.797337
0.874,14,156.820613
0.955,5,156.827989
0.937,7,156.84305
0.955,5,156.852006
0.955,5,156.860708
0.901,11,156.878592
0.955,5,156.887653
0.937,7,156.89829
0.955,5,156.907584
0.937,7,156.920116
0.865,15,156.948071
0.946,6,156.959593
0.955,5,156.968889
0.883,13,156.99426
0.883,13,157.016205
0.919,9,157.032138
0.955,5,157.041537
0.937,7,157.057852
0.955,5,157.065778
0.955,5,157.076259
0.955,5,157.086171
0.937,7,157.097847
0.937,7,157.110064
0.955,5,157.1184
0.901,11,157.136611
0.937,7,157.14732
0.946,6,157.159962
0.901,11,157.180508
0.955,5,157.189272
0.928,8,157.202317
0.937,7,157.213515
0.955,5,157.221941
0.937,7,157.23314
0.937,7,157.244293
0.955,5,157.252573
0.955,5,157.263849
0.955,5,157.272889
0.955,5,157.281832
0.955,5,157.291003
0.658,38,157.352859
0.847,17,157.384593
0.883,13,160.479498
0.955,5,160.488084
0.919,9,160.501419
0.955,5,160.508723
0.955,5,160.516057
0.937,7,160.525985
0.955,5,160.533279
0.955,5,160.540734
0.937,7,160.550749
0.901,11,160.572342
0.955,5,160.583006
0.919,9,160.60056
0.955,5,160.610528
0.919,9,160.62686
0.955,5,160.635265
0.955,5,160.643639
0.955,5,160.651886
0.955,5,160.660279
0.919,9,160.67876
0.919,9,160.695425
0.946,6,160.705969
0.955,5,160.715811
0.955,5,160.725289
0.955,5,160.733975
0.919,9,160.749339
0.955,5,160.757473
0.955,5,160.765167
0.919,9,160.782081
0.955,5,160.791214
0.955,5,160.798217
0.955,5,160.806006
0.937,7,160.818686
0.937,7,160.82865
0.892,12,160.846279
0.955,5,160.854831
0.955,5,160.861922
0.919,9,160.878536
0.955,5,160.888389
0.955,5,160.896878
0.955,5,160.904781
0.937,7,160.915206
0.955,5,160.923456
0.955,5,160.930892
0.919,9,160.94433
0.955,5,160.952121
0.955,5,160.964752
0.955,5,160.973042
0.937,7,160.990148
0.955,5,161.002303
0.955,5,161.012575
0.937,7,161.026255
0.937,7,161.038293
0.955,5,161.047147
0.955,5,161.057667
0.865,15,161.087427
0.955,5,161.096951
0.955,5,161.106554
0.955,5,161.115015
0.955,5,161.12371
0.91,10,161.140808
0.955,5,161.149264
0.937,7,161.160941
0.955,5,161.169311
0.955,5,161.177444
0.955,5,161.189204
0.955,5,161.197994
0.901,11,161.218255
0.955,5,161.227895
0.955,5,161.237444
0.955,5,161.245842
0.955,5,161.254394
0.955,5,161.26259
0.955,5,161.270875
0.937,7,161.281939
0.955,5,161.292994
0.955,5,161.301714
0.955,5,161.311067
0.955,5,161.32101
0.937,7,161.33176
0.955,5,161.339806
0.955,5,161.346896
0.955,5,161.35454
0.955,5,161.361788
0.883,13,161.38005
0.919,9,161.396989
0.937,7,161.409167
0.955,5,161.417473
0.946,6,161.427527
0.955,5,161.436064
0.937,7,161.446822
0.955,5,161.453844
0.955,5,161.461049
0.937,7,161.471152
0.955,5,161.478191
0.955,5,161.485525
0.955,5,161.492431
0.955,5,161.503491
0.919,9,161.520526
0.955,5,161.527978
0.955,5,161.535816
0.937,7,161.545625
0.955,5,161.552742
0.955,5,161.564908
0.955,5,161.577873
0.955,5,161.590146
0.955,5,161.606636
0.955,5,161.620678
0.946,6,161.632112
0.955,5,161.640027
0.955,5,161.647043
0.919,9,161.663215
0.937,7,161.676973
0.955,5,161.685213
0.955,5,161.692143
0.955,5,161.699195
0.937,7,161.713001
0.937,7,161.725261
0.937,7,161.735247
0.955,5,161.742503
0.955,5,161.74974
0.937,7,161.759598
0.955,5,161.767114
0.955,5,161.774215
0.946,6,161.782475
0.955,5,161.789415
0.955,5,161.79632
0.955,5,161.803179
0.955,5,161.81511
0.901,11,161.834556
0.919,9,161.85026
0.946,6,161.858878
0.955,5,161.865897
0.955,5,161.873179
0.883,13,161.892021
0.955,5,161.899514
0.955,5,161.910267
0.955,5,161.918895
0.946,6,161.930025
0.955,5,161.938255
0.919,9,161.95095
0.955,5,161.957975
0.955,5,161.968938
0.919,9,161.982656
0.955,5,161.989876
0.937,7,161.999527
0.955,5,162.006853
0.955,5,162.017248
0.955,5,162.027449
0.955,5,162.036472
0.955,5,162.043591
0.955,5,162.051654
0.937,7,162.061336
0.955,5,162.068453
0.955,5,162.075333
0.955,5,162.082574
0.937,7,162.092659
0.937,7,162.102548
0.955,5,162.109445
0.955,5,162.119838
0.946,6,162.131221
0.955,5,162.140076
0.955,5,162.147073
0.955,5,162.154604
0.955,5,162.1615
0.937,7,162.171266
0.919,9,162.184333
0.937,7,162.194021
0.937,7,162.203811
0.955,5,162.210678
0.937,7,162.224447
0.955,5,162.233765
0.955,5,162.242103
0.955,5,162.249209
0.955,5,162.256868
0.937,7,162.267498
0.955,5,162.274652
0.955,5,162.281703
0.955,5,162.289535
0.928,8,162.300856
0.955,5,162.309202
0.955,5,162.317517
0.955,5,162.328125
0.928,8,162.342856
0.955,5,162.350186
0.955,5,162.357426
0.937,7,162.367416
0.955,5,162.374982
0.955,5,162.382016
0.937,7,162.393512
0.955,5,162.401743
0.955,5,162.409743
0.937,7,162.421842
0.91,10,162.443658
0.937,7,162.455832
0.955,5,162.463757
0.937,7,162.475413
0.955,5,162.483632
0.955,5,162.492064
0.937,7,162.503453
0.937,7,162.513397
0.937,7,162.524127
0.955,5,162.535167
0.955,5,162.54419
0.955,5,162.552528
0.937,7,162.563826
0.937,7,162.574739
0.955,5,162.582258
0.955,5,162.590383
0.955,5,162.597474
0.955,5,162.60466
0.955,5,162.612093
0.919,9,162.624876
0.955,5,162.635748
0.955,5,162.644156
0.955,5,162.65378
0.955,5,162.661829
0.955,5,162.669985
0.955,5,162.678309
0.937,7,162.689743
0.955,5,162.697948
0.955,5,162.70682
0.955,5,162.714921
0.919,9,162.729378
0.91,10,162.748129
0.955,5,162.757199
0.91,10,162.77317
0.91,10,162.787959
0.919,9,162.800844
0.937,7,162.811451
0.955,5,162.819966
0.955,5,162.827581
0.955,5,162.835443
0.937,7,162.850273
0.955,5,162.859644
0.937,7,162.871158
0.955,5,162.878176
0.955,5,162.885611
0.937,7,162.896583
0.955,5,162.904069
0.955,5,162.910949
0.919,9,162.923307
0.937,7,162.932924
0.955,5,162.944073
0.955,5,162.951706
0.955,5,162.961418
0.937,7,162.972983
0.955,5,162.980379
0.919,9,162.996544
0.955,5,163.004173
0.937,7,163.014459
0.955,5,163.022918
0.928,8,163.034762
0.937,7,163.048125
0.955,5,163.055652
0.928,8,163.070761
0.919,9,163.084003
0.955,5,163.091393
0.955,5,163.098501
0.955,5,163.105984
0.883,13,163.124751
0.955,5,163.131979
0.955,5,163.139308
0.955,5,163.14617
0.937,7,163.161181
0.937,7,163.173244
0.955,5,163.180112
0.928,8,163.192247
0.919,9,163.204451
0.937,7,163.218149
0.919,9,163.231561
0.937,7,163.241729
0.946,6,163.253288
0.955,5,163.261244
0.955,5,163.270981
0.955,5,163.281223
0.955,5,163.288953
0.955,5,163.296047
0.955,5,163.303897
0.865,15,163.325031
0.955,5,163.332095
0.937,7,163.343414
0.955,5,163.351713
0.955,5,163.363367
0.955,5,163.373714
0.919,9,163.390603
0.955,5,163.398474
0.955,5,163.407471
0.955,5,163.416021
0.955,5,163.424725
0.919,9,163.438425
0.955,5,163.445458
0.955,5,163.452743
0.955,5,163.464401
0.955,5,163.473014
0.901,11,163.489688
0.955,5,163.496851
0.955,5,163.504268
0.955,5,163.511407
0.955,5,163.518586
0.946,6,163.526928
0.955,5,163.533935
0.955,5,163.541224
0.955,5,163.54827
0.955,5,163.555682
0.955,5,163.566966
0.829,19,163.604148
0.955,5,163.611485
0.955,5,163.618955
0.955,5,163.626124
0.955,5,163.633426
0.937,7,163.643263
0.919,9,163.656157
0.955,5,163.666595
0.937,7,163.677388
0.955,5,163.687452
0.937,7,163.697505
0.955,5,163.704909
0.955,5,163.712273
0.955,5,163.719936
0.919,9,163.732948
0.955,5,163.740647
0.955,5,163.747793
0.955,5,163.755102
0.955,5,163.762233
0.955,5,163.77273
0.955,5,163.783549
0.955,5,163.791773
0.955,5,163.798884
0.955,5,163.806817
0.955,5,163.813917
0.955,5,163.821723
0.955,5,163.828816
0.955,5,163.836398
0.955,5,163.843481
0.955,5,163.85061
0.955,5,163.857613
0.955,5,163.865017
0.955,5,166.994432
0.955,5,167.002496
0.955,5,167.012786
0.955,5,167.022127
0.955,5,167.030109
0.955,5,167.04197
0.955,5,167.050545
0.955,5,167.05887
0.955,5,167.067044
0.955,5,167.07568
0.955,5,167.087816
0.955,5,167.09602
0.955,5,167.10458
0.955,5,167.114081
0.955,5,167.1229
0.955,5,167.130372
0.955,5,167.138848
0.955,5,167.146208
0.955,5,167.154797
0.955,5,167.161986
0.955,5,167.170204
0.955,5,167.177553
0.955,5,167.189239
0.955,5,167.196455
0.955,5,167.206226
0.955,5,167.214368
0.955,5,167.222253
0.955,5,167.229631
0.955,5,167.237193
0.955,5,167.24407
0.955,5,167.251719
0.955,5,167.258721
0.955,5,167.265714
0.955,5,167.272578
0.955,5,167.2795
0.955,5,167.286401
0.955,5,167.297404
0.955,5,167.308084
0.955,5,167.316223
0.955,5,167.326247
0.955,5,167.33375
0.955,5,167.340944
0.955,5,167.347906
0.955,5,167.356747
0.955,5,167.368365
0.955,5,167.377782
0.955,5,167.385441
0.955,5,167.396166
0.955,5,167.40432
0.955,5,167.413216
0.955,5,167.422658
0.955,5,167.430315
0.955,5,167.43898
0.955,5,167.446699
0.955,5,167.454988
0.955,5,167.463019
0.955,5,167.471606
0.955,5,167.479418
0.955,5,167.488301
0.955,5,167.499533
0.937,7,167.511425
0.955,5,167.52009
0.955,5,167.529963
0.955,5,167.539172
0.955,5,167.546627
0.955,5,167.555312
0.955,5,167.562894
0.955,5,167.570351
0.955,5,167.578649
0.955,5,167.585948
0.955,5,167.593188
0.955,5,167.603886
0.955,5,167.614507
0.955,5,167.623903
0.955,5,167.631211
0.946,6,167.640269
0.955,5,167.647497
0.955,5,167.654989
0.955,5,167.662029
0.955,5,167.669145
0.955,5,167.676055
0.955,5,167.683087
0.955,5,167.689933
0.955,5,167.696783
0.955,5,167.70769
0.955,5,167.718636
0.937,7,167.730306
0.955,5,167.741669
0.955,5,167.753651
0.955,5,167.765769
0.955,5,167.779565
0.955,5,167.791845
0.955,5,167.809259
0.955,5,167.832511
0.955,5,167.842679
0.955,5,167.856441
0.955,5,167.868873
0.955,5,167.878844
0.955,5,167.887312
0.955,5,167.896671
0.955,5,167.904933
0.955,5,167.915699
0.955,5,167.927462
0.955,5,167.936914
0.955,5,167.944957
0.955,5,167.953098
0.955,5,167.960594
0.955,5,167.968272
0.946,6,167.979354
0.946,6,167.98898
0.955,5,167.997367
0.955,5,168.005443
0.955,5,168.016744
0.955,5,168.02477
0.955,5,168.03594
0.955,5,168.044955
0.955,5,168.055269
0.955,5,168.062574
0.955,5,168.069966
0.955,5,168.077224
0.955,5,168.085241
0.955,5,168.092659
0.955,5,168.10033
0.955,5,168.108033
0.955,5,168.119012
0.955,5,168.12812
0.955,5,168.13901
0.955,5,168.146275
0.946,6,168.155534
0.955,5,168.162792
0.937,7,168.173266
0.955,5,168.181018
0.955,5,168.188622
0.955,5,168.195778
0.955,5,168.203018
0.955,5,168.21018
0.955,5,168.21734
0.955,5,168.230197
0.955,5,168.240567
0.955,5,168.248224
0.955,5,168.256091
0.955,5,168.263421
0.955,5,168.271697
0.955,5,168.279067
0.955,5,168.286958
0.955,5,168.294498
0.955,5,168.302075
0.955,5,168.309276
0.955,5,168.316448
0.955,5,168.328216
0.955,5,168.33848
0.955,5,168.347805
0.955,5,168.35694
0.955,5,168.364629
0.955,5,168.373786
0.955,5,168.381617
0.955,5,168.390241
0.946,6,168.399862
0.955,5,168.408163
0.955,5,168.416392
0.955,5,168.425143
0.955,5,168.438052
0.955,5,168.446719
0.955,5,168.456077
0.955,5,168.465179
0.955,5,168.474483
0.955,5,168.482739
0.955,5,168.491607
0.937,7,168.502971
0.955,5,168.511571
0.919,9,168.526737
0.955,5,168.539038
0.955,5,168.54757
0.955,5,168.557019
0.955,5,168.565781
0.937,7,168.579413
0.955,5,168.588877
0.946,6,168.599859
0.955,5,168.609029
0.955,5,168.618058
0.955,5,168.62644
0.955,5,168.638501
0.955,5,168.646848
0.955,5,168.655905
0.955,5,168.665014
0.955,5,168.674081
0.955,5,168.682254
0.955,5,168.690819
0.955,5,168.698988
0.937,7,168.710452
0.955,5,168.718431
0.955,5,168.726343
0.955,5,168.733524
0.955,5,168.743868
0.955,5,168.753174
0.955,5,168.760871
0.955,5,168.769517
0.955,5,168.776794
0.955,5,168.785746
0.955,5,168.793943
0.955,5,168.802748
0.955,5,168.810476
0.955,5,168.819781
0.955,5,168.828325
0.955,5,168.838144
0.955,5,168.850457
0.937,7,168.863741
0.955,5,168.873189
0.955,5,168.881216
0.955,5,168.889984
0.955,5,168.898019
0.955,5,168.907102
0.955,5,168.914865
0.955,5,168.923801
0.955,5,168.93261
0.955,5,168.941559
0.955,5,168.954129
0.937,7,168.965609
0.955,5,168.975267
0.955,5,168.985005
0.955,5,168.993347
0.955,5,169.001889
0.955,5,169.009772
0.955,5,169.017998
0.955,5,169.026234
0.955,5,169.034083
0.955,5,169.04435
0.955,5,169.057513
0.955,5,169.07377
0.955,5,169.083816
0.937,7,169.098242
0.955,5,169.107566
0.955,5,169.115404
0.955,5,169.124767
0.955,5,169.133331
0.955,5,169.141958
0.955,5,169.153426
0.955,5,169.162561
0.955,5,169.172242
0.955,5,169.181853
0.955,5,169.191957
0.955,5,169.200762
0.955,5,169.211042
0.955,5,169.220711
0.955,5,169.229914
0.955,5,169.239898
0.955,5,169.248806
0.955,5,169.262545
0.955,5,169.272431
0.955,5,169.282643
0.955,5,169.293634
0.955,5,169.303462
0.955,5,169.313386
0.955,5,169.323606
0.955,5,169.333651
0.955,5,169.344228
0.955,5,169.354707
0.955,5,169.367476
0.955,5,169.377912
0.955,5,169.387265
0.955,5,169.396994
0.955,5,169.406944
0.955,5,169.415328
0.955,5,169.425126
0.955,5,169.433393
0.955,5,169.442826
0.955,5,169.451362
0.955,5,169.464647
0.955,5,169.47445
0.955,5,169.482392
0.946,6,169.49332
0.955,5,169.503139
0.955,5,169.511558
0.955,5,169.521492
0.955,5,169.529484
0.955,5,169.539144
0.955,5,169.547361
0.955,5,169.557344
0.955,5,169.570773
0.955,5,169.579381
0.955,5,169.58803
0.955,5,169.598505
0.955,5,169.609434
0.955,5,169.618517
0.955,5,169.62799
0.955,5,169.6372
0.955,5,169.64596
0.955,5,169.656553
0.955,5,169.665406
0.955,5,169.677974
0.955,5,169.686286
0.955,5,169.695859
0.955,5,169.705909
0.955,5,169.713536
0.955,5,169.723916
0.955,5,169.731595
0.937,7,169.744073
0.955,5,169.752897
0.955,5,169.76124
0.955,5,169.769664
0.955,5,169.782271
0.955,5,169.791462
0.955,5,169.799805
0.955,5,169.809246
0.946,6,169.81922
0.955,5,169.828938
0.955,5,169.839312
0.955,5,169.849605
0.955,5,169.860451
0.955,5,169.870074
0.955,5,169.884956
0.955,5,169.89605
0.955,5,169.906577
0.955,5,169.914696
0.955,5,169.924287
0.955,5,169.933886
0.955,5,169.943287
0.955,5,169.953429
0.955,5,169.965758
0.955,5,169.973705
0.955,5,169.9882
0.955,5,169.996977
0.955,5,170.005694
0.955,5,170.017738
0.955,5,170.028095
0.955,5,170.037455
0.955,5,170.04591
0.955,5,170.056067
0.955,5,170.064598
0.955,5,170.079045
0.937,7,170.096749
0.955,5,170.106308
0.955,5,170.117275
0.955,5,170.126356
0.955,5,170.135898
0.955,5,170.144813
0.955,5,170.152395
0.955,5,170.159796
0.955,5,170.167113
0.955,5,170.175052
0.955,5,170.182741
0.955,5,170.195081
0.955,5,170.203611
0.955,5,170.211274
0.955,5,170.219864
0.955,5,170.227297
0.955,5,170.235482
0.955,5,170.243015
0.955,5,170.250503
0.946,6,170.259602
0.955,5,170.267407
0.955,5,170.274967
0.955,5,170.282476
0.955,5,170.293414
0.955,5,170.301859
0.955,5,170.309428
0.955,5,170.31684
0.955,5,170.324193
0.955,5,170.331479
0.955,5,170.33874
0.955,5,170.346248
0.928,8,170.358003
0.955,5,170.365539
0.955,5,170.373091
0.955,5,170.38044
0.955,5,170.38782
0.955,5,170.398561
0.955,5,170.405658
0.955,5,170.412853
0.955,5,170.420284
0.955,5,170.427285
0.955,5,170.434348
0.937,7,170.444041
0.955,5,170.45102
0.955,5,170.458615
0.955,5,170.465676
0.955,5,170.472683
0.955,5,170.479657
0.937,7,170.489733
0.955,5,170.500556
0.955,5,170.507911
0.955,5,170.514999
0.955,5,170.52199
0.955,5,170.528959
0.955,5,170.535928
0.955,5,170.543051
0.955,5,170.550164
0.955,5,170.557322
0.955,5,170.564325
0.946,6,170.572622
0.955,5,170.579595
0.955,5,170.586806
0.955,5,170.593963
0.955,5,170.605257
0.955,5,170.613986
0.955,5,170.622215
0.955,5,170.630196
0.955,5,170.638157
0.955,5,170.646162
0.955,5,170.654537
0.955,5,170.662518
0.955,5,173.838387
0.946,6,173.85294
0.955,5,173.865351
0.955,5,173.877723
0.946,6,173.892147
0.946,6,173.906825
0.955,5,173.923014
0.955,5,173.935239
0.937,7,173.952218
0.955,5,173.964483
0.946,6,173.979585
0.955,5,173.991237
0.955,5,174.002811
0.955,5,174.01469
0.955,5,174.030486
0.955,5,174.042252
0.955,5,174.054282
0.955,5,174.066139
0.946,6,174.080048
0.955,5,174.091636
0.955,5,174.102649
0.946,6,174.116046
0.955,5,174.132863
0.946,6,174.147047
0.946,6,174.16097
0.946,6,174.174999
0.937,7,174.191327
0.946,6,174.205526
0.955,5,174.217613
0.946,6,174.233508
0.955,5,174.242421
0.946,6,174.253302
0.946,6,174.263434
0.955,5,174.272072
0.955,5,174.280575
0.955,5,174.289207
0.955,5,174.298082
0.955,5,174.30673
0.955,5,174.315255
0.955,5,174.323725
0.955,5,174.336176
0.946,6,174.346462
0.955,5,174.35507
0.955,5,174.363616
0.955,5,174.372307
0.955,5,174.381023
0.955,5,174.389905
0.955,5,174.398467
0.955,5,174.406922
0.937,7,174.418582
0.955,5,174.427712
0.955,5,174.440602
0.955,5,174.450019
0.946,6,174.460474
0.937,7,174.472338
